Date,Index,Sector 
2017-05-12,193.42,Real Estate
2017-05-15,194.08,Real Estate
2017-05-16,193.06,Real Estate
2017-05-17,194.24,Real Estate
2017-05-18,194.68,Real Estate
2017-05-19,195.79,Real Estate
2017-05-22,196.31,Real Estate
2017-05-23,196.47,Real Estate
2017-05-24,197.72,Real Estate
2017-05-25,198.44,Real Estate
2017-05-26,197.16,Real Estate
2017-05-30,196.51,Real Estate
2017-05-31,196.25,Real Estate
2017-06-01,197,Real Estate
2017-06-02,198.67,Real Estate
2017-06-05,197.99,Real Estate
2017-06-06,197.11,Real Estate
2017-06-07,198.04,Real Estate
2017-06-08,197.21,Real Estate
2017-06-09,198.07,Real Estate
2017-06-12,199.17,Real Estate
2017-06-13,199.51,Real Estate
2017-06-14,200.09,Real Estate
2017-06-15,200.99,Real Estate
2017-06-16,200.75,Real Estate
2017-06-19,201.02,Real Estate
2017-06-20,200.61,Real Estate
2017-06-21,200.15,Real Estate
2017-06-22,200.26,Real Estate
2017-06-23,201.05,Real Estate
2017-06-26,201.99,Real Estate
2017-06-27,201.22,Real Estate
2017-06-28,201.16,Real Estate
2017-06-29,199.07,Real Estate
2017-06-30,199.01,Real Estate
2017-07-03,200.89,Real Estate
2017-07-05,198.48,Real Estate
2017-07-06,194.74,Real Estate
2017-07-07,196,Real Estate
2017-07-10,194.31,Real Estate
2017-07-11,193.92,Real Estate
2017-07-12,196.44,Real Estate
2017-07-13,196.84,Real Estate
2017-07-14,198.92,Real Estate
2017-07-17,199.34,Real Estate
2017-07-18,199.12,Real Estate
2017-07-19,200.59,Real Estate
2017-07-20,199.94,Real Estate
2017-07-21,200.42,Real Estate
2017-07-24,200.12,Real Estate
2017-07-25,200.25,Real Estate
2017-07-26,201.88,Real Estate
2017-07-27,201.68,Real Estate
2017-07-28,201.48,Real Estate
2017-07-31,201.24,Real Estate
2017-08-01,202.02,Real Estate
2017-08-02,201.12,Real Estate
2017-08-03,200.59,Real Estate
2017-08-04,201.11,Real Estate
2017-08-07,201.1,Real Estate
2017-08-08,200.04,Real Estate
2017-08-09,200.3,Real Estate
2017-08-10,198.45,Real Estate
2017-08-11,197.23,Real Estate
2017-08-14,200.59,Real Estate
2017-08-15,199.92,Real Estate
2017-08-16,200.47,Real Estate
2017-08-17,199.01,Real Estate
2017-08-18,197.53,Real Estate
2017-08-21,199.64,Real Estate
2017-08-22,199.42,Real Estate
2017-08-23,201.48,Real Estate
2017-08-24,201.17,Real Estate
2017-08-25,202,Real Estate
2017-08-28,201.11,Real Estate
2017-08-29,200.96,Real Estate
2017-08-30,201.94,Real Estate
2017-08-31,202.98,Real Estate
2017-09-01,202.82,Real Estate
2017-09-05,202.68,Real Estate
2017-09-06,202.88,Real Estate
2017-09-07,204.42,Real Estate
2017-09-08,204.41,Real Estate
2017-09-11,205.93,Real Estate
2017-09-12,203.5,Real Estate
2017-09-13,202.68,Real Estate
2017-09-14,203.85,Real Estate
2017-09-15,204.43,Real Estate
2017-09-18,203.38,Real Estate
2017-09-19,201.28,Real Estate
2017-09-20,200.73,Real Estate
2017-09-21,200.29,Real Estate
2017-09-22,198.64,Real Estate
2017-09-25,199.29,Real Estate
2017-09-26,199.52,Real Estate
2017-09-27,197.84,Real Estate
2017-09-28,199.05,Real Estate
2017-09-29,199.2,Real Estate
2017-10-02,198.39,Real Estate
2017-10-03,198.3,Real Estate
2017-10-04,199.95,Real Estate
2017-10-05,200.59,Real Estate
2017-10-06,200.18,Real Estate
2017-10-09,200.42,Real Estate
2017-10-10,200.85,Real Estate
2017-10-11,201.93,Real Estate
2017-10-12,203.32,Real Estate
2017-10-13,203.72,Real Estate
2017-10-16,202.82,Real Estate
2017-10-17,202.85,Real Estate
2017-10-18,202.5,Real Estate
2017-10-19,202.31,Real Estate
2017-10-20,202.08,Real Estate
2017-10-23,201.26,Real Estate
2017-10-24,200,Real Estate
2017-10-25,199.44,Real Estate
2017-10-26,198.34,Real Estate
2017-10-27,198.81,Real Estate
2017-10-30,199.97,Real Estate
2017-10-31,200.55,Real Estate
2017-11-01,200.44,Real Estate
2017-11-02,202.21,Real Estate
2017-11-03,202,Real Estate
2017-11-06,205.09,Real Estate
2017-11-07,206.98,Real Estate
2017-11-08,208.52,Real Estate
2017-11-09,208.52,Real Estate
2017-11-10,208.49,Real Estate
2017-11-13,209.14,Real Estate
2017-11-14,208.79,Real Estate
2017-11-15,207.07,Real Estate
2017-11-16,207.88,Real Estate
2017-11-17,206.71,Real Estate
2017-11-20,206.12,Real Estate
2017-11-21,207.28,Real Estate
2017-11-22,206.55,Real Estate
2017-11-24,207.31,Real Estate
2017-11-27,206.74,Real Estate
2017-11-28,206.16,Real Estate
2017-11-29,205.76,Real Estate
2017-11-30,205.91,Real Estate
2017-12-01,206.29,Real Estate
2017-12-04,203.63,Real Estate
2017-12-05,202.8,Real Estate
2017-12-06,203.12,Real Estate
2017-12-07,203.83,Real Estate
2017-12-08,204.33,Real Estate
2017-12-11,204.73,Real Estate
2017-12-12,205.61,Real Estate
2017-12-13,205.59,Real Estate
2017-12-14,205.4,Real Estate
2017-12-15,206.01,Real Estate
2017-12-18,206.68,Real Estate
2017-12-19,202.78,Real Estate
2017-12-20,200.59,Real Estate
2017-12-21,199.84,Real Estate
2017-12-22,201.31,Real Estate
2017-12-26,202.28,Real Estate
2017-12-27,203.09,Real Estate
2017-12-28,204.05,Real Estate
2017-12-29,203.86,Real Estate
2018-01-02,202.66,Real Estate
2018-01-03,202.87,Real Estate
2018-01-04,199.38,Real Estate
2018-01-05,199.93,Real Estate
2018-01-08,201.1,Real Estate
2018-01-09,198.81,Real Estate
2018-01-10,195.74,Real Estate
2018-01-11,194.43,Real Estate
2018-01-12,193.02,Real Estate
2018-01-16,193.95,Real Estate
2018-01-17,195.28,Real Estate
2018-01-18,193.36,Real Estate
2018-01-19,194.65,Real Estate
2018-01-22,196.54,Real Estate
2018-01-23,199.44,Real Estate
2018-01-24,198.8,Real Estate
2018-01-25,198.46,Real Estate
2018-01-26,199.06,Real Estate
2018-01-29,196.73,Real Estate
2018-01-30,195.82,Real Estate
2018-01-31,199.9,Real Estate
2018-02-01,196.19,Real Estate
2018-02-02,194.17,Real Estate
2018-02-05,188.87,Real Estate
2018-02-06,188.58,Real Estate
2018-02-07,187.72,Real Estate
2018-02-08,181.83,Real Estate
2018-02-09,186.19,Real Estate
2018-02-12,186.66,Real Estate
2018-02-13,187.68,Real Estate
2018-02-14,186.49,Real Estate
2018-02-15,188.21,Real Estate
2018-02-16,189.44,Real Estate
2018-02-20,187.51,Real Estate
2018-02-21,184.12,Real Estate
2018-02-22,186.22,Real Estate
2018-02-23,189.43,Real Estate
2018-02-26,190.26,Real Estate
2018-02-27,186.17,Real Estate
2018-02-28,185.98,Real Estate
2018-03-01,184.94,Real Estate
2018-03-02,184.29,Real Estate
2018-03-05,186.8,Real Estate
2018-03-06,187.53,Real Estate
2018-03-07,188.51,Real Estate
2018-03-08,189.72,Real Estate
2018-03-09,191.07,Real Estate
2018-03-12,192,Real Estate
2018-03-13,192.5,Real Estate
2018-03-14,192.69,Real Estate
2018-03-15,192.5,Real Estate
2018-03-16,193.51,Real Estate
2018-03-19,191.67,Real Estate
2018-03-20,191.55,Real Estate
2018-03-21,189.78,Real Estate
2018-03-22,189.06,Real Estate
2018-03-23,186.12,Real Estate
2018-03-26,188.65,Real Estate
2018-03-27,188.92,Real Estate
2018-03-28,192.26,Real Estate
2018-03-29,192.05,Real Estate
2018-04-02,189.62,Real Estate
2018-04-03,190.22,Real Estate
2018-04-04,192.54,Real Estate
2018-04-05,192.65,Real Estate
2018-04-06,190.83,Real Estate
2018-04-09,190.7,Real Estate
2018-04-10,189.34,Real Estate
2018-04-11,189.72,Real Estate
2018-04-12,187.54,Real Estate
2018-04-13,188.51,Real Estate
2018-04-16,189.3,Real Estate
2018-04-17,191.82,Real Estate
2018-04-18,191.41,Real Estate
2018-04-19,188.21,Real Estate
2018-04-20,186.55,Real Estate
2018-04-23,186.85,Real Estate
2018-04-24,187.14,Real Estate
2018-04-25,186.5,Real Estate
2018-04-26,188.83,Real Estate
2018-04-27,191.32,Real Estate
2018-04-30,190.59,Real Estate
2018-05-01,191.89,Real Estate
2018-05-02,191.26,Real Estate
2018-05-03,191.09,Real Estate
2018-05-04,193.15,Real Estate
2018-05-07,193.39,Real Estate
2018-05-08,192.07,Real Estate
2018-05-09,193.47,Real Estate
2018-05-10,195.33,Real Estate
2018-05-11,194.38,Real Estate
2018-05-14,192.98,Real Estate
2018-05-15,189.76,Real Estate
2018-05-16,188.93,Real Estate
2018-05-17,187.97,Real Estate
2018-05-18,188.15,Real Estate
2018-05-21,190.07,Real Estate
2018-05-22,190.27,Real Estate
2018-05-23,191.82,Real Estate
2018-05-24,191.06,Real Estate
2018-05-25,191.92,Real Estate
2018-05-29,192.4,Real Estate
2018-05-30,195.04,Real Estate
2018-05-31,194.35,Real Estate
2018-06-01,195.13,Real Estate
2018-06-04,197.03,Real Estate
2018-06-05,196.09,Real Estate
2018-06-06,196.71,Real Estate
2018-06-07,196.46,Real Estate
2018-06-08,197.36,Real Estate
2018-06-11,197.11,Real Estate
2018-06-12,198.25,Real Estate
2018-06-13,193.65,Real Estate
2018-06-14,195.27,Real Estate
2018-06-15,195,Real Estate
2018-06-18,194.69,Real Estate
2018-06-19,194.87,Real Estate
2018-06-20,197,Real Estate
2018-06-21,198.23,Real Estate
2018-06-22,199.79,Real Estate
2018-06-25,199.43,Real Estate
2018-06-26,200.44,Real Estate
2018-06-27,199.87,Real Estate
2018-06-28,201.58,Real Estate
2018-06-29,201.9,Real Estate
2018-07-02,200.9,Real Estate
2018-07-03,201.86,Real Estate
2018-07-05,204.6,Real Estate
2018-07-06,205.44,Real Estate
2018-07-09,203.56,Real Estate
2018-07-10,204.54,Real Estate
2018-07-11,203.87,Real Estate
2018-07-12,204.28,Real Estate
2018-07-13,203.72,Real Estate
2018-07-16,202.52,Real Estate
2018-07-17,201.24,Real Estate
2018-07-18,200.38,Real Estate
2018-07-19,202.41,Real Estate
2018-07-20,200.55,Real Estate
2018-07-23,200.08,Real Estate
2018-07-24,199.46,Real Estate
2018-07-25,201.37,Real Estate
2018-07-26,202.11,Real Estate
2018-07-27,200.24,Real Estate
2018-07-30,200.13,Real Estate
2018-07-31,203.92,Real Estate
2018-08-01,205.34,Real Estate
2018-08-02,204.26,Real Estate
2018-08-03,206.87,Real Estate
2018-08-06,206.38,Real Estate
2018-08-07,205.93,Real Estate
2018-08-08,204.83,Real Estate
2018-08-09,205.11,Real Estate
2018-08-10,203.05,Real Estate
2018-08-13,203.04,Real Estate
2018-08-14,203.77,Real Estate
2018-08-15,205.49,Real Estate
2018-08-16,206.95,Real Estate
2018-08-17,208.94,Real Estate
2018-08-20,209.06,Real Estate
2018-08-21,207.15,Real Estate
2018-08-22,205.81,Real Estate
2018-08-23,205.38,Real Estate
2018-08-24,206.69,Real Estate
2018-08-27,206.52,Real Estate
2018-08-28,208.98,Real Estate
2018-08-29,208.76,Real Estate
2018-08-30,207.59,Real Estate
2018-08-31,208.46,Real Estate
2018-09-04,206.58,Real Estate
2018-09-05,207.78,Real Estate
2018-09-06,208.48,Real Estate
2018-09-07,205.9,Real Estate
2018-09-10,207.01,Real Estate
2018-09-11,206.86,Real Estate
2018-09-12,207.13,Real Estate
2018-09-13,208.11,Real Estate
2018-09-14,206.22,Real Estate
2018-09-17,207.24,Real Estate
2018-09-18,206.01,Real Estate
2018-09-19,204.13,Real Estate
2018-09-20,205.68,Real Estate
2018-09-21,205.41,Real Estate
2018-09-24,201.52,Real Estate
2018-09-25,201.31,Real Estate
2018-09-26,198.99,Real Estate
2018-09-27,199.25,Real Estate
2018-09-28,201.86,Real Estate
2018-10-01,200.14,Real Estate
2018-10-02,199.58,Real Estate
2018-10-03,197.62,Real Estate
2018-10-04,196.4,Real Estate
2018-10-05,196.35,Real Estate
2018-10-08,198.94,Real Estate
2018-10-09,199.69,Real Estate
2018-10-10,196.48,Real Estate
2018-10-11,190.77,Real Estate
2018-10-12,190.64,Real Estate
2018-10-15,191.62,Real Estate
2018-10-16,195.28,Real Estate
2018-10-17,194.82,Real Estate
2018-10-18,194.83,Real Estate
2018-10-19,196.77,Real Estate
2018-10-22,193.99,Real Estate
2018-10-23,195.33,Real Estate
2018-10-24,197.54,Real Estate
2018-10-25,199.94,Real Estate
2018-10-26,194.76,Real Estate
2018-10-29,197.8,Real Estate
2018-10-30,201.11,Real Estate
2018-10-31,198.36,Real Estate
2018-11-01,199.27,Real Estate
2018-11-02,197.42,Real Estate
2018-11-05,200.76,Real Estate
2018-11-06,201.8,Real Estate
2018-11-07,204.11,Real Estate
2018-11-08,204.34,Real Estate
2018-11-09,204.62,Real Estate
2018-11-12,205.02,Real Estate
2018-11-13,205.31,Real Estate
2018-11-14,205.39,Real Estate
2018-11-15,203.55,Real Estate
2018-11-16,206.31,Real Estate
2018-11-19,207.05,Real Estate
2018-11-20,204.26,Real Estate
2018-11-21,203.99,Real Estate
2018-11-23,203.3,Real Estate
2018-11-26,203.72,Real Estate
2018-11-27,204.86,Real Estate
2018-11-28,206.65,Real Estate
2018-11-29,206.81,Real Estate
2018-11-30,208.88,Real Estate
2018-12-03,209.64,Real Estate
2018-12-04,207,Real Estate
2018-12-06,212.51,Real Estate
2018-12-07,209.45,Real Estate
2018-12-10,208.56,Real Estate
2018-12-11,208.79,Real Estate
2018-12-12,204.83,Real Estate
2018-12-13,206.08,Real Estate
2018-12-14,205.65,Real Estate
2018-12-17,198,Real Estate
2018-12-18,199.88,Real Estate
2018-12-19,198.05,Real Estate
2018-12-20,195.65,Real Estate
2018-12-21,192.56,Real Estate
2018-12-24,185.39,Real Estate
2018-12-26,191.43,Real Estate
2018-12-27,191.88,Real Estate
2018-12-28,192.3,Real Estate
2018-12-31,192.36,Real Estate
2019-01-02,187.97,Real Estate
2019-01-03,188.9,Real Estate
2019-01-04,190.84,Real Estate
2019-01-07,192.34,Real Estate
2019-01-08,195.77,Real Estate
2019-01-09,194.93,Real Estate
2019-01-10,197.95,Real Estate
2019-01-11,198.42,Real Estate
2019-01-14,197.82,Real Estate
2019-01-15,199.92,Real Estate
2019-01-16,201.02,Real Estate
2019-01-17,201.96,Real Estate
2019-01-18,202.59,Real Estate
2019-01-22,202.27,Real Estate
2019-01-23,202.46,Real Estate
2019-01-24,203.24,Real Estate
2019-01-25,205.63,Real Estate
2019-01-28,207.6,Real Estate
2019-01-29,209.24,Real Estate
2019-01-30,210.98,Real Estate
2019-01-31,212.98,Real Estate
2019-02-01,211.56,Real Estate
2019-02-04,212.94,Real Estate
2019-02-05,214.22,Real Estate
2019-02-06,212.59,Real Estate
2019-02-07,214.29,Real Estate
2019-02-08,214.5,Real Estate
2019-02-11,214.98,Real Estate
2019-02-12,213.47,Real Estate
2019-02-13,214.71,Real Estate
2019-02-14,215.67,Real Estate
2019-02-15,216.78,Real Estate
2019-02-19,217.01,Real Estate
2019-02-20,215.57,Real Estate
2019-02-21,215.87,Real Estate
2019-02-22,217.15,Real Estate
2019-02-25,215.39,Real Estate
2019-02-26,214.92,Real Estate
2019-02-27,214.09,Real Estate
2019-02-28,214.74,Real Estate
2019-03-01,214.47,Real Estate
2019-03-04,215.35,Real Estate
2019-03-05,215.91,Real Estate
2019-03-06,215.35,Real Estate
2019-03-07,215.19,Real Estate
2019-03-08,215.45,Real Estate
2019-03-11,218.76,Real Estate
2019-03-12,219.79,Real Estate
2019-03-13,220.88,Real Estate
2019-03-14,220.97,Real Estate
2019-03-15,220.13,Real Estate
2019-03-18,219.01,Real Estate
2019-03-19,218.37,Real Estate
2019-03-20,219.3,Real Estate
2019-03-21,223.22,Real Estate
2019-03-22,222.16,Real Estate
2019-03-25,222.29,Real Estate
2019-03-26,223.78,Real Estate
2019-03-27,223,Real Estate
2019-03-28,224.6,Real Estate
2019-03-29,224.36,Real Estate
2019-04-01,223.73,Real Estate
2019-04-02,225.65,Real Estate
2019-04-03,225.41,Real Estate
2019-04-04,224.76,Real Estate
2019-04-05,226.47,Real Estate
2019-04-08,225.33,Real Estate
2019-04-09,224.62,Real Estate
2019-04-10,226.26,Real Estate
2019-04-11,225.94,Real Estate
2019-04-12,227.15,Real Estate
2019-04-15,225.79,Real Estate
2019-04-16,220.41,Real Estate
2019-04-17,218.22,Real Estate
2019-04-18,219.86,Real Estate
2019-04-22,217.56,Real Estate
2019-04-23,219.99,Real Estate
2019-04-24,221.69,Real Estate
2019-04-25,221.3,Real Estate
2019-04-26,222.81,Real Estate
2019-04-29,220.45,Real Estate
2019-04-30,223.07,Real Estate
2019-05-01,223.16,Real Estate
2019-05-02,223.49,Real Estate
2019-05-03,224.97,Real Estate
2019-05-06,224.01,Real Estate
2019-05-07,220.03,Real Estate
2019-05-08,220.13,Real Estate
2019-05-09,220.85,Real Estate
2019-05-10,223.35,Real Estate
2019-05-13,223.35,Real Estate
2019-05-14,224.14,Real Estate
2019-05-15,225.58,Real Estate
2019-05-16,226.77,Real Estate
2019-05-17,226.39,Real Estate
2019-05-20,222.72,Real Estate
2019-05-21,224.59,Real Estate
2019-05-22,225.51,Real Estate
2019-05-23,226.66,Real Estate
2019-05-24,227,Real Estate
2019-05-28,224.51,Real Estate
2019-05-29,221.91,Real Estate
2019-05-30,223.35,Real Estate
2019-05-31,225.08,Real Estate
2019-06-03,226.07,Real Estate
2019-06-04,224.81,Real Estate
2019-06-05,230.04,Real Estate
2019-06-06,230.38,Real Estate
2019-06-07,230.98,Real Estate
2019-06-10,230.28,Real Estate
2019-06-11,230.69,Real Estate
2019-06-12,231.29,Real Estate
2019-06-13,231.49,Real Estate
2019-06-14,232.25,Real Estate
2019-06-17,234.86,Real Estate
2019-06-18,234.07,Real Estate
2019-06-19,235.66,Real Estate
2019-06-20,236.91,Real Estate
2019-06-21,234.31,Real Estate
2019-06-24,233.24,Real Estate
2019-06-25,230.09,Real Estate
2019-06-26,225.59,Real Estate
2019-06-27,227.23,Real Estate
2019-06-28,227.91,Real Estate
2019-07-01,227.26,Real Estate
2019-07-02,231.39,Real Estate
2019-07-03,234.79,Real Estate
2019-07-05,233.46,Real Estate
2019-07-08,234.33,Real Estate
2019-07-09,235.56,Real Estate
2019-07-10,236.79,Real Estate
2019-07-11,233.92,Real Estate
2019-07-12,233,Real Estate
2019-07-15,233.29,Real Estate
2019-07-16,232.86,Real Estate
2019-07-17,231.92,Real Estate
2019-07-18,231.58,Real Estate
2019-07-19,227.67,Real Estate
2019-07-22,227.57,Real Estate
2019-07-23,229.88,Real Estate
2019-07-24,229.71,Real Estate
2019-07-25,228.6,Real Estate
2019-07-26,229.35,Real Estate
2019-07-29,230.41,Real Estate
2019-07-30,232.46,Real Estate
2019-07-31,231.76,Real Estate
2019-08-01,232.28,Real Estate
2019-08-02,234.05,Real Estate
2019-08-05,229.48,Real Estate
2019-08-06,232.18,Real Estate
2019-08-07,234.35,Real Estate
2019-08-08,238.02,Real Estate
2019-08-09,238.18,Real Estate
2019-08-12,237.79,Real Estate
2019-08-13,237.98,Real Estate
2019-08-14,234.23,Real Estate
2019-08-15,237.36,Real Estate
2019-08-16,238.85,Real Estate
2019-08-19,241,Real Estate
2019-08-20,239.05,Real Estate
2019-08-21,240.24,Real Estate
2019-08-22,241.27,Real Estate
2019-08-23,238.16,Real Estate
2019-08-26,240.59,Real Estate
2019-08-27,239.65,Real Estate
2019-08-28,240.46,Real Estate
2019-08-29,242.22,Real Estate
2019-08-30,242.44,Real Estate
2019-09-03,245.61,Real Estate
2019-09-04,247.69,Real Estate
2019-09-05,245.36,Real Estate
2019-09-06,245.89,Real Estate
2019-09-09,243.75,Real Estate
2019-09-10,240.42,Real Estate
2019-09-11,239.66,Real Estate
2019-09-12,241,Real Estate
2019-09-13,237.93,Real Estate
2019-09-16,240.35,Real Estate
2019-09-17,243.71,Real Estate
2019-09-18,242.95,Real Estate
2019-09-19,243.62,Real Estate
2019-09-20,242.82,Real Estate
2019-09-23,243.39,Real Estate
2019-09-24,243.13,Real Estate
2019-09-25,242.94,Real Estate
2019-09-26,245.14,Real Estate
2019-09-27,243.22,Real Estate
2019-09-30,243.6,Real Estate
2019-10-01,241.12,Real Estate
2019-10-02,239.82,Real Estate
2019-10-03,242.65,Real Estate
2019-10-04,244.12,Real Estate
2019-10-07,243.33,Real Estate
2019-10-08,242.16,Real Estate
2019-10-09,242.91,Real Estate
2019-10-10,243.36,Real Estate
2019-10-11,242.66,Real Estate
2019-10-14,242.98,Real Estate
2019-10-15,243.28,Real Estate
2019-10-16,242.99,Real Estate
2019-10-17,244.63,Real Estate
2019-10-18,247.02,Real Estate
2019-10-21,248.76,Real Estate
2019-10-22,247.78,Real Estate
2019-10-23,248.21,Real Estate
2019-10-24,247.52,Real Estate
2019-10-25,244.29,Real Estate
2019-10-28,241.66,Real Estate
2019-10-29,242.59,Real Estate
2019-10-30,244.09,Real Estate
2019-10-31,243.21,Real Estate
2019-11-01,242.52,Real Estate
2019-11-04,239.97,Real Estate
2019-11-05,235.74,Real Estate
2019-11-06,236.71,Real Estate
2019-11-07,234.16,Real Estate
2019-11-08,233.61,Real Estate
2019-11-11,234.13,Real Estate
2019-11-12,232.27,Real Estate
2019-11-13,234.76,Real Estate
2019-11-14,236.73,Real Estate
2019-11-15,238.11,Real Estate
2019-11-18,239.3,Real Estate
2019-11-19,239.74,Real Estate
2019-11-20,239.81,Real Estate
2019-11-21,236.48,Real Estate
2019-11-22,235.2,Real Estate
2019-11-25,235.33,Real Estate
2019-11-26,238.72,Real Estate
2019-11-27,239.49,Real Estate
2019-11-29,238.43,Real Estate
2019-12-02,234.26,Real Estate
2019-12-03,236,Real Estate
2019-12-04,237.42,Real Estate
2019-12-05,237.55,Real Estate
2019-12-06,237.79,Real Estate
2019-12-09,238.11,Real Estate
2019-12-10,236.49,Real Estate
2019-12-11,234.7,Real Estate
2019-12-12,231.3,Real Estate
2019-12-13,231.71,Real Estate
2019-12-16,233.47,Real Estate
2019-12-17,230.77,Real Estate
2019-12-18,233.83,Real Estate
2019-12-19,236.33,Real Estate
2019-12-20,237.88,Real Estate
2019-12-23,236.59,Real Estate
2019-12-24,236.99,Real Estate
2019-12-26,238.28,Real Estate
2019-12-27,239.11,Real Estate
2019-12-30,238.8,Real Estate
2019-12-31,240.32,Real Estate
2020-01-02,237.14,Real Estate
2020-01-03,239.06,Real Estate
2020-01-06,239.26,Real Estate
2020-01-07,236.4,Real Estate
2020-01-08,237.4,Real Estate
2020-01-09,237.55,Real Estate
2020-01-10,239.8,Real Estate
2020-01-13,242.77,Real Estate
2020-01-14,241.57,Real Estate
2020-01-15,243.44,Real Estate
2020-01-16,245.37,Real Estate
2020-01-17,245.7,Real Estate
2020-01-21,248.33,Real Estate
2020-01-22,246.37,Real Estate
2020-01-23,248.75,Real Estate
2020-01-24,248.17,Real Estate
2020-01-27,247.14,Real Estate
2020-01-28,247.88,Real Estate
2020-01-29,246.33,Real Estate
2020-01-30,246.98,Real Estate
2020-01-31,243.62,Real Estate
2020-02-03,243.94,Real Estate
2020-02-04,246.84,Real Estate
2020-02-05,246.67,Real Estate
2020-02-06,247.66,Real Estate
2020-02-07,247.78,Real Estate
2020-02-10,250.82,Real Estate
2020-02-11,253.88,Real Estate
2020-02-12,255.58,Real Estate
2020-02-13,256.87,Real Estate
2020-02-14,259.71,Real Estate
2020-02-18,259.31,Real Estate
2020-02-19,255.78,Real Estate
2020-02-20,258.73,Real Estate
2020-02-21,259.71,Real Estate
2020-02-24,256.23,Real Estate
2020-02-25,249.64,Real Estate
2020-02-26,247.45,Real Estate
2020-02-27,233.62,Real Estate
2020-02-28,227.7,Real Estate
2020-03-02,239.21,Real Estate
2020-03-03,238.96,Real Estate
2020-03-04,248.49,Real Estate
2020-03-05,242.63,Real Estate
2020-03-06,238.52,Real Estate
2020-03-09,221.47,Real Estate
2020-03-10,232.52,Real Estate
2020-03-11,219.87,Real Estate
2020-03-12,200.75,Real Estate
2020-03-13,218.08,Real Estate
2020-03-16,181.99,Real Estate
2020-03-17,194.62,Real Estate
2020-03-18,180.1,Real Estate
2020-03-19,177.68,Real Estate
2020-03-20,167.95,Real Estate
2020-03-23,158.62,Real Estate
2020-03-24,172.18,Real Estate
2020-03-25,179.92,Real Estate
2020-03-26,193.97,Real Estate
2020-03-27,193.83,Real Estate
2020-03-30,199.13,Real Estate
2020-03-31,192.64,Real Estate
2020-04-01,180.87,Real Estate
2020-04-02,183.29,Real Estate
2020-04-03,181.9,Real Estate
2020-04-06,195.02,Real Estate
2020-04-07,195.25,Real Estate
2020-04-08,209.71,Real Estate
2020-04-09,220.5,Real Estate
2020-04-13,210.39,Real Estate
2020-04-14,217.24,Real Estate
2020-04-15,208.96,Real Estate
2020-04-16,207.72,Real Estate
2020-04-17,214.41,Real Estate
2020-04-20,206.4,Real Estate
2020-04-21,203.08,Real Estate
2020-04-22,206.95,Real Estate
2020-04-23,204.49,Real Estate
2020-04-24,205.08,Real Estate
2020-04-27,211.23,Real Estate
2020-04-28,211.28,Real Estate
2020-04-29,212.02,Real Estate
2020-04-30,210.61,Real Estate
2020-05-01,203.79,Real Estate
2020-05-04,203.76,Real Estate
2020-05-05,205.04,Real Estate
2020-05-06,201.26,Real Estate
2020-05-07,202.97,Real Estate
2020-05-08,206.76,Real Estate
2020-05-11,204.25,Real Estate
2020-05-12,195.57,Real Estate
2020-05-13,192.42,Real Estate
2020-05-14,192.6,Real Estate
2020-05-15,191.75,Real Estate
2020-05-18,201.21,Real Estate
2020-05-19,197.48,Real Estate
2020-05-20,199.16,Real Estate
2020-05-21,198.09,Real Estate
2020-05-22,202.46,Real Estate
2020-05-26,208.87,Real Estate
2020-05-27,213.35,Real Estate
2020-05-28,216,Real Estate
2020-05-29,214.27,Real Estate
2020-06-01,218.78,Real Estate
2020-06-02,220.22,Real Estate
2020-06-03,225.51,Real Estate
2020-06-04,221.44,Real Estate
2020-06-05,229.41,Real Estate
2020-06-08,234.35,Real Estate
2020-06-09,231.73,Real Estate
2020-06-10,227.3,Real Estate
2020-06-11,213.07,Real Estate
2020-06-12,219.81,Real Estate
2020-06-15,222.04,Real Estate
2020-06-16,225.93,Real Estate
2020-06-17,223.37,Real Estate
2020-06-18,220.38,Real Estate
2020-06-19,218.11,Real Estate
2020-06-22,217.56,Real Estate
2020-06-23,216.79,Real Estate
2020-06-24,211.03,Real Estate
2020-06-25,213.32,Real Estate
2020-06-26,209.45,Real Estate
2020-06-29,213,Real Estate
2020-06-30,216.39,Real Estate
2020-07-01,221.96,Real Estate
2020-07-02,221.21,Real Estate
2020-07-06,221.59,Real Estate
2020-07-07,218.04,Real Estate
2020-07-08,217.69,Real Estate
2020-07-09,216.96,Real Estate
2020-07-10,217.32,Real Estate
2020-07-13,213.77,Real Estate
2020-07-14,215.85,Real Estate
2020-07-15,216.95,Real Estate
2020-07-16,214.37,Real Estate
2020-07-17,217.37,Real Estate
2020-07-20,215.19,Real Estate
2020-07-21,215.21,Real Estate
2020-07-22,217.89,Real Estate
2020-07-23,216.82,Real Estate
2020-07-24,215.96,Real Estate
2020-07-27,218.37,Real Estate
2020-07-28,222.85,Real Estate
2020-07-29,227.07,Real Estate
2020-07-30,225.18,Real Estate
2020-07-31,224.82,Real Estate
2020-08-03,221.52,Real Estate
2020-08-04,224.53,Real Estate
2020-08-05,223.1,Real Estate
2020-08-06,223.31,Real Estate
2020-08-07,226.33,Real Estate
2020-08-10,225.96,Real Estate
2020-08-11,221.74,Real Estate
2020-08-12,224.67,Real Estate
2020-08-13,221.91,Real Estate
2020-08-14,222.22,Real Estate
2020-08-17,224.2,Real Estate
2020-08-18,223.86,Real Estate
2020-08-19,219.35,Real Estate
2020-08-20,221.72,Real Estate
