Date,Index,Sector 
2013-10-31,205.19,Financial
2013-11-01,205.72,Financial
2013-11-04,205.91,Financial
2013-11-05,204.96,Financial
2013-11-06,205.63,Financial
2013-11-07,203.28,Financial
2013-11-08,207.92,Financial
2013-11-11,208.12,Financial
2013-11-12,206.19,Financial
2013-11-13,207.89,Financial
2013-11-14,209.65,Financial
2013-11-15,210.69,Financial
2013-11-18,210.57,Financial
2013-11-19,210.95,Financial
2013-11-20,210.2,Financial
2013-11-21,213.25,Financial
2013-11-22,214.25,Financial
2013-11-25,214.44,Financial
2013-11-26,214.3,Financial
2013-11-27,215.01,Financial
2013-11-29,214.16,Financial
2013-12-02,213.71,Financial
2013-12-03,211.75,Financial
2013-12-04,212.23,Financial
2013-12-05,210.3,Financial
2013-12-06,213.24,Financial
2013-12-09,214.03,Financial
2013-12-10,213.34,Financial
2013-12-11,210.26,Financial
2013-12-12,210.24,Financial
2013-12-13,210.52,Financial
2013-12-16,211.67,Financial
2013-12-17,210.42,Financial
2013-12-18,215.36,Financial
2013-12-19,215.04,Financial
2013-12-20,216.03,Financial
2013-12-23,217.3,Financial
2013-12-24,217.68,Financial
2013-12-26,218.03,Financial
2013-12-27,217.86,Financial
2013-12-30,217.58,Financial
2013-12-31,218.45,Financial
2014-01-02,217.26,Financial
2014-01-03,218.66,Financial
2014-01-06,218.97,Financial
2014-01-07,219.07,Financial
2014-01-08,219.8,Financial
2014-01-09,220.53,Financial
2014-01-10,220.24,Financial
2014-01-13,216.97,Financial
2014-01-14,218.67,Financial
2014-01-15,221.27,Financial
2014-01-16,219.91,Financial
2014-01-17,219.13,Financial
2014-01-21,219.3,Financial
2014-01-22,219.53,Financial
2014-01-23,215.85,Financial
2014-01-24,210.91,Financial
2014-01-27,209.59,Financial
2014-01-28,212.22,Financial
2014-01-29,209.97,Financial
2014-01-30,212.74,Financial
2014-01-31,210.31,Financial
2014-02-03,205.1,Financial
2014-02-04,207.05,Financial
2014-02-05,206.78,Financial
2014-02-06,209.85,Financial
2014-02-07,212.5,Financial
2014-02-10,212.76,Financial
2014-02-11,214.85,Financial
2014-02-12,214.73,Financial
2014-02-13,215.54,Financial
2014-02-14,215.86,Financial
2014-02-18,216.21,Financial
2014-02-19,213.41,Financial
2014-02-20,213.94,Financial
2014-02-21,214.01,Financial
2014-02-24,215.8,Financial
2014-02-25,214.47,Financial
2014-02-26,214.19,Financial
2014-02-27,215.37,Financial
2014-02-28,216.5,Financial
2014-03-03,214.6,Financial
2014-03-04,218.88,Financial
2014-03-05,220.42,Financial
2014-03-06,221.91,Financial
2014-03-07,223.02,Financial
2014-03-10,223.11,Financial
2014-03-11,221.47,Financial
2014-03-12,221.21,Financial
2014-03-13,218.65,Financial
2014-03-14,217.41,Financial
2014-03-17,219.67,Financial
2014-03-18,220.73,Financial
2014-03-19,220.41,Financial
2014-03-20,224.04,Financial
2014-03-21,224.07,Financial
2014-03-24,223.57,Financial
2014-03-25,223.59,Financial
2014-03-26,221.48,Financial
2014-03-27,220.2,Financial
2014-03-28,221.06,Financial
2014-03-31,223.16,Financial
2014-04-01,224.02,Financial
2014-04-02,224.29,Financial
2014-04-03,224.04,Financial
2014-04-04,221.46,Financial
2014-04-07,218.16,Financial
2014-04-08,218.44,Financial
2014-04-09,220.31,Financial
2014-04-10,215.12,Financial
2014-04-11,212.61,Financial
2014-04-14,214.3,Financial
2014-04-15,216.2,Financial
2014-04-16,218.06,Financial
2014-04-17,218.25,Financial
2014-04-21,218.16,Financial
2014-04-22,219.67,Financial
2014-04-23,220.2,Financial
2014-04-24,220.01,Financial
2014-04-25,218.16,Financial
2014-04-28,216.95,Financial
2014-04-29,219,Financial
2014-04-30,219.5,Financial
2014-05-01,219.64,Financial
2014-05-02,219.64,Financial
2014-05-05,218.72,Financial
2014-05-06,215.67,Financial
2014-05-07,218.42,Financial
2014-05-08,218.95,Financial
2014-05-09,218.73,Financial
2014-05-12,220.99,Financial
2014-05-13,220.73,Financial
2014-05-14,219.02,Financial
2014-05-15,216.61,Financial
2014-05-16,216.86,Financial
2014-05-19,218.06,Financial
2014-05-20,216.59,Financial
2014-05-21,218.27,Financial
2014-05-22,219.08,Financial
2014-05-23,219.61,Financial
2014-05-27,221.76,Financial
2014-05-28,221.22,Financial
2014-05-29,221.73,Financial
2014-05-30,222.21,Financial
2014-06-02,222.81,Financial
2014-06-03,223.03,Financial
2014-06-04,223.75,Financial
2014-06-05,225.82,Financial
2014-06-06,227.35,Financial
2014-06-09,228.17,Financial
2014-06-10,228.07,Financial
2014-06-11,226.53,Financial
2014-06-12,225.23,Financial
2014-06-13,225.25,Financial
2014-06-16,224.28,Financial
2014-06-17,226.37,Financial
2014-06-18,227.85,Financial
2014-06-19,227.49,Financial
2014-06-20,228.23,Financial
2014-06-23,228.85,Financial
2014-06-24,227.23,Financial
2014-06-25,227.48,Financial
2014-06-26,226.72,Financial
2014-06-27,227.25,Financial
2014-06-30,227.27,Financial
2014-07-01,228.56,Financial
2014-07-02,228.5,Financial
2014-07-03,230.25,Financial
2014-07-07,229.1,Financial
2014-07-08,227.13,Financial
2014-07-09,227.72,Financial
2014-07-10,226.3,Financial
2014-07-11,226.59,Financial
2014-07-14,227.97,Financial
2014-07-15,229.47,Financial
2014-07-16,229.21,Financial
2014-07-17,226.33,Financial
2014-07-18,228.77,Financial
2014-07-21,228.23,Financial
2014-07-22,229,Financial
2014-07-23,229.42,Financial
2014-07-24,230.01,Financial
2014-07-25,228.71,Financial
2014-07-28,228.82,Financial
2014-07-29,227.42,Financial
2014-07-30,228.41,Financial
2014-07-31,223.74,Financial
2014-08-01,221.78,Financial
2014-08-04,223.56,Financial
2014-08-05,221.34,Financial
2014-08-06,222.15,Financial
2014-08-07,220.97,Financial
2014-08-08,223.12,Financial
2014-08-11,223.46,Financial
2014-08-12,223.75,Financial
2014-08-13,224.95,Financial
2014-08-14,226.17,Financial
2014-08-15,225.22,Financial
2014-08-18,227.64,Financial
2014-08-19,227.98,Financial
2014-08-20,228.66,Financial
2014-08-21,231.21,Financial
2014-08-22,230.4,Financial
2014-08-25,232.3,Financial
2014-08-26,232.92,Financial
2014-08-27,232.54,Financial
2014-08-28,231.54,Financial
2014-08-29,232.75,Financial
2014-09-02,233.59,Financial
2014-09-03,233.29,Financial
2014-09-04,233.34,Financial
2014-09-05,233.76,Financial
2014-09-08,233.74,Financial
2014-09-09,231.41,Financial
2014-09-10,232.39,Financial
2014-09-11,233.11,Financial
2014-09-12,232.83,Financial
2014-09-15,232.89,Financial
2014-09-16,233.73,Financial
2014-09-17,234.76,Financial
2014-09-18,237.23,Financial
2014-09-19,236.38,Financial
2014-09-22,234.74,Financial
2014-09-23,233.13,Financial
2014-09-24,234.51,Financial
2014-09-25,230.65,Financial
2014-09-26,232.79,Financial
2014-09-29,231.89,Financial
2014-09-30,231.48,Financial
2014-10-01,228.76,Financial
2014-10-02,229.17,Financial
2014-10-03,232.49,Financial
2014-10-06,232.14,Financial
2014-10-07,227.89,Financial
2014-10-08,232.01,Financial
2014-10-09,227.23,Financial
2014-10-10,225.38,Financial
2014-10-13,223.4,Financial
2014-10-14,224.46,Financial
2014-10-15,219.99,Financial
2014-10-16,219.97,Financial
2014-10-17,222.83,Financial
2014-10-20,224.18,Financial
2014-10-21,228.38,Financial
2014-10-22,226.34,Financial
2014-10-23,228.55,Financial
2014-10-24,230.62,Financial
2014-10-27,230.94,Financial
2014-10-28,233.56,Financial
2014-10-29,234.01,Financial
2014-10-30,235.16,Financial
2014-10-31,238.09,Financial
2014-11-03,238.83,Financial
2014-11-04,239.07,Financial
2014-11-05,240.56,Financial
2014-11-06,240.74,Financial
2014-11-07,240.86,Financial
2014-11-10,242.07,Financial
2014-11-11,241.52,Financial
2014-11-12,240.91,Financial
2014-11-13,240.79,Financial
2014-11-14,239.94,Financial
2014-11-17,239.99,Financial
2014-11-18,240.58,Financial
2014-11-19,240.14,Financial
2014-11-20,240.27,Financial
2014-11-21,241.56,Financial
2014-11-24,243.02,Financial
2014-11-25,242.53,Financial
2014-11-26,243.01,Financial
2014-11-28,243.13,Financial
2014-12-01,241.38,Financial
2014-12-02,243.74,Financial
2014-12-03,244.75,Financial
2014-12-04,245,Financial
2014-12-05,247.42,Financial
2014-12-08,248.37,Financial
2014-12-09,247.76,Financial
2014-12-10,244.43,Financial
2014-12-11,245.23,Financial
2014-12-12,240.2,Financial
2014-12-15,238.17,Financial
2014-12-16,235.79,Financial
2014-12-17,241.15,Financial
2014-12-18,247.01,Financial
2014-12-19,247.07,Financial
2014-12-22,248.59,Financial
2014-12-23,250.03,Financial
2014-12-24,249.54,Financial
2014-12-26,249.53,Financial
2014-12-29,250.42,Financial
2014-12-30,250.1,Financial
2014-12-31,247.07,Financial
2015-01-02,247.14,Financial
2015-01-05,241.96,Financial
2015-01-06,238.26,Financial
2015-01-07,240.89,Financial
2015-01-08,244.44,Financial
2015-01-09,241.17,Financial
2015-01-12,239.12,Financial
2015-01-13,238.32,Financial
2015-01-14,234.93,Financial
2015-01-15,231.93,Financial
2015-01-16,234.71,Financial
2015-01-20,233.81,Financial
2015-01-21,234.26,Financial
2015-01-22,240,Financial
2015-01-23,237.57,Financial
2015-01-26,238.7,Financial
2015-01-27,236.09,Financial
2015-01-28,231.45,Financial
2015-01-29,233.58,Financial
2015-01-30,229.79,Financial
2015-02-02,233.51,Financial
2015-02-03,237.46,Financial
2015-02-04,236.74,Financial
2015-02-05,239.11,Financial
2015-02-06,240.85,Financial
2015-02-09,239.86,Financial
2015-02-10,241.59,Financial
2015-02-11,241.46,Financial
2015-02-12,244,Financial
2015-02-13,243.75,Financial
2015-02-17,244.71,Financial
2015-02-18,243.12,Financial
2015-02-19,242.05,Financial
2015-02-20,244,Financial
2015-02-23,243.13,Financial
2015-02-24,244.36,Financial
2015-02-25,244.49,Financial
2015-02-26,243.77,Financial
2015-02-27,242.77,Financial
2015-03-02,244.75,Financial
2015-03-03,244.12,Financial
2015-03-04,242.27,Financial
2015-03-05,243.28,Financial
2015-03-06,241.44,Financial
2015-03-09,242.52,Financial
2015-03-10,237.39,Financial
2015-03-11,238.88,Financial
2015-03-12,244.09,Financial
2015-03-13,242.42,Financial
2015-03-16,245.27,Financial
2015-03-17,244.77,Financial
2015-03-18,246.07,Financial
2015-03-19,243.67,Financial
2015-03-20,246.78,Financial
2015-03-23,245.7,Financial
2015-03-24,243.58,Financial
2015-03-25,239.95,Financial
2015-03-26,239.57,Financial
2015-03-27,239.28,Financial
2015-03-30,242.54,Financial
2015-03-31,240.87,Financial
2015-04-01,240.43,Financial
2015-04-02,241.83,Financial
2015-04-06,242.04,Financial
2015-04-07,240.99,Financial
2015-04-08,241.81,Financial
2015-04-09,242.12,Financial
2015-04-10,242.13,Financial
2015-04-13,242.8,Financial
2015-04-14,242.88,Financial
2015-04-15,243.94,Financial
2015-04-16,244.2,Financial
2015-04-17,240.94,Financial
2015-04-20,242.13,Financial
2015-04-21,240.81,Financial
2015-04-22,242.5,Financial
2015-04-23,242.75,Financial
2015-04-24,242.14,Financial
2015-04-27,241.37,Financial
2015-04-28,242.81,Financial
2015-04-29,242.85,Financial
2015-04-30,241.05,Financial
2015-05-01,242.97,Financial
2015-05-04,245.35,Financial
2015-05-05,243.3,Financial
2015-05-06,241.85,Financial
2015-05-07,243.45,Financial
2015-05-08,246.84,Financial
2015-05-11,245.99,Financial
2015-05-12,245.08,Financial
2015-05-13,245.16,Financial
2015-05-14,247.35,Financial
2015-05-15,246.28,Financial
2015-05-18,247.66,Financial
2015-05-19,249.25,Financial
2015-05-20,248.35,Financial
2015-05-21,247.76,Financial
2015-05-22,247.54,Financial
2015-05-26,245.32,Financial
2015-05-27,247.57,Financial
2015-05-28,247.32,Financial
2015-05-29,245,Financial
2015-06-01,245.47,Financial
2015-06-02,245.86,Financial
2015-06-03,247.48,Financial
2015-06-04,245.51,Financial
2015-06-05,246.89,Financial
2015-06-08,245.37,Financial
2015-06-09,246.13,Financial
2015-06-10,249.66,Financial
2015-06-11,250.32,Financial
2015-06-12,249.35,Financial
2015-06-15,248.28,Financial
2015-06-16,249.59,Financial
2015-06-17,249.27,Financial
2015-06-18,251.55,Financial
2015-06-19,249.11,Financial
2015-06-22,251.08,Financial
2015-06-23,251.82,Financial
2015-06-24,249.6,Financial
2015-06-25,247.89,Financial
2015-06-26,248.89,Financial
2015-06-29,242.81,Financial
2015-06-30,243.83,Financial
2015-07-01,246.93,Financial
2015-07-02,246.03,Financial
2015-07-06,245.18,Financial
2015-07-07,245.5,Financial
2015-07-08,241.18,Financial
2015-07-09,243.03,Financial
2015-07-10,245.98,Financial
2015-07-13,248.66,Financial
2015-07-14,249.63,Financial
2015-07-15,251.47,Financial
2015-07-16,253.95,Financial
2015-07-17,253.38,Financial
2015-07-20,253.79,Financial
2015-07-21,253.52,Financial
2015-07-22,255.29,Financial
2015-07-23,253.23,Financial
2015-07-24,250.82,Financial
2015-07-27,248.98,Financial
2015-07-28,250.21,Financial
2015-07-29,252.18,Financial
2015-07-30,252.34,Financial
2015-07-31,251.16,Financial
2015-08-03,251.26,Financial
2015-08-04,250.93,Financial
2015-08-05,251.54,Financial
2015-08-06,250.74,Financial
2015-08-07,250.84,Financial
2015-08-10,253.53,Financial
2015-08-11,251.12,Financial
2015-08-12,249.09,Financial
2015-08-13,249.86,Financial
2015-08-14,251.59,Financial
2015-08-17,252.07,Financial
2015-08-18,251.84,Financial
2015-08-19,249.67,Financial
2015-08-20,244.35,Financial
2015-08-21,236.73,Financial
2015-08-24,225.54,Financial
2015-08-25,221.83,Financial
2015-08-26,230.33,Financial
2015-08-27,236.39,Financial
2015-08-28,235.49,Financial
2015-08-31,233.72,Financial
2015-09-01,225.56,Financial
2015-09-02,228.85,Financial
2015-09-03,229.91,Financial
2015-09-04,225.47,Financial
2015-09-08,231.29,Financial
2015-09-09,228.12,Financial
2015-09-10,229.17,Financial
2015-09-11,229.98,Financial
2015-09-14,229.31,Financial
2015-09-15,232.69,Financial
2015-09-16,234.18,Financial
2015-09-17,231.1,Financial
2015-09-18,226.66,Financial
2015-09-21,229.08,Financial
2015-09-22,226.03,Financial
2015-09-23,226.22,Financial
2015-09-24,224.59,Financial
2015-09-25,227.86,Financial
2015-09-28,222.48,Financial
2015-09-29,223.33,Financial
2015-09-30,226.32,Financial
2015-10-01,226.63,Financial
2015-10-02,226.5,Financial
2015-10-05,231.38,Financial
2015-10-06,230.33,Financial
2015-10-07,232.16,Financial
2015-10-08,233.35,Financial
2015-10-09,232.03,Financial
2015-10-12,232.39,Financial
2015-10-13,230.87,Financial
2015-10-14,228.67,Financial
2015-10-15,233.95,Financial
2015-10-16,234.97,Financial
2015-10-19,234.9,Financial
2015-10-20,236.14,Financial
2015-10-21,234.31,Financial
2015-10-22,238.44,Financial
2015-10-23,240.87,Financial
2015-10-26,240.08,Financial
2015-10-27,238.64,Financial
2015-10-28,244.39,Financial
2015-10-29,243.43,Financial
2015-10-30,240.14,Financial
2015-11-02,244.03,Financial
2015-11-03,243.91,Financial
2015-11-04,242.99,Financial
2015-11-05,244.01,Financial
2015-11-06,246.57,Financial
2015-11-09,243.67,Financial
2015-11-10,244.72,Financial
2015-11-11,244.21,Financial
2015-11-12,240.32,Financial
2015-11-13,238.26,Financial
2015-11-16,241.23,Financial
2015-11-17,240.68,Financial
2015-11-18,245.08,Financial
2015-11-19,245.41,Financial
2015-11-20,245.73,Financial
2015-11-23,244.78,Financial
2015-11-24,244.03,Financial
2015-11-25,244.12,Financial
2015-11-27,244.88,Financial
2015-11-30,244.22,Financial
2015-12-01,247.32,Financial
2015-12-02,244.26,Financial
2015-12-03,240.34,Financial
2015-12-04,246.73,Financial
2015-12-07,244.54,Financial
2015-12-08,241.33,Financial
2015-12-09,238.54,Financial
2015-12-10,238.67,Financial
2015-12-11,233.49,Financial
2015-12-14,233.85,Financial
2015-12-15,239.41,Financial
2015-12-16,243.32,Financial
2015-12-17,239.48,Financial
2015-12-18,233.46,Financial
2015-12-21,235.59,Financial
2015-12-22,237.67,Financial
2015-12-23,240.73,Financial
2015-12-24,240.53,Financial
2015-12-28,240.05,Financial
2015-12-29,242.57,Financial
2015-12-30,240.66,Financial
2015-12-31,238.48,Financial
2016-01-04,233.59,Financial
2016-01-05,234.37,Financial
2016-01-06,230.74,Financial
2016-01-07,224.22,Financial
2016-01-08,220.71,Financial
2016-01-11,221.5,Financial
2016-01-12,222.73,Financial
2016-01-13,216.93,Financial
2016-01-14,219.13,Financial
2016-01-15,213.98,Financial
2016-01-19,213.91,Financial
2016-01-20,209.4,Financial
2016-01-21,208.79,Financial
2016-01-22,212.86,Financial
2016-01-25,207.99,Financial
2016-01-26,211.69,Financial
2016-01-27,210.86,Financial
2016-01-28,211.02,Financial
2016-01-29,217.11,Financial
2016-02-01,215.86,Financial
2016-02-02,210.23,Financial
2016-02-03,210.12,Financial
2016-02-04,212.04,Financial
2016-02-05,209.14,Financial
2016-02-08,203.62,Financial
2016-02-09,203.28,Financial
2016-02-10,202.34,Financial
2016-02-11,196.34,Financial
2016-02-12,204.21,Financial
2016-02-16,207.82,Financial
2016-02-17,210.43,Financial
2016-02-18,209.15,Financial
2016-02-19,209.39,Financial
2016-02-22,212.52,Financial
2016-02-23,208.63,Financial
2016-02-24,208.21,Financial
2016-02-25,211.08,Financial
2016-02-26,212.47,Financial
2016-02-29,210.23,Financial
2016-03-01,217.67,Financial
2016-03-02,219.66,Financial
2016-03-03,221.05,Financial
2016-03-04,221.94,Financial
2016-03-07,221.88,Financial
2016-03-08,218.17,Financial
2016-03-09,218.46,Financial
2016-03-10,218.34,Financial
2016-03-11,224.14,Financial
2016-03-14,223.19,Financial
2016-03-15,222.93,Financial
2016-03-16,222.58,Financial
2016-03-17,225.21,Financial
2016-03-18,227.49,Financial
2016-03-21,227.06,Financial
2016-03-22,226.41,Financial
2016-03-23,224.69,Financial
2016-03-24,223.23,Financial
2016-03-28,223.9,Financial
2016-03-29,224.25,Financial
2016-03-30,225.59,Financial
2016-03-31,225.12,Financial
2016-04-01,226.96,Financial
2016-04-04,225.77,Financial
2016-04-05,222.51,Financial
2016-04-06,223.81,Financial
2016-04-07,219.47,Financial
2016-04-08,220.36,Financial
2016-04-11,221.11,Financial
2016-04-12,224.08,Financial
2016-04-13,229.11,Financial
2016-04-14,229.73,Financial
2016-04-15,229.07,Financial
2016-04-18,230.66,Financial
2016-04-19,233.22,Financial
2016-04-20,235.28,Financial
2016-04-21,233.03,Financial
2016-04-22,235.46,Financial
2016-04-25,234.78,Financial
2016-04-26,236.47,Financial
2016-04-27,236.67,Financial
2016-04-28,234.04,Financial
2016-04-29,232.48,Financial
2016-05-02,235.06,Financial
2016-05-03,231.93,Financial
2016-05-04,230.11,Financial
2016-05-05,229.9,Financial
2016-05-06,230.77,Financial
2016-05-09,230.32,Financial
2016-05-10,233.49,Financial
2016-05-11,230.86,Financial
2016-05-12,231.21,Financial
2016-05-13,228.24,Financial
2016-05-16,229.5,Financial
2016-05-17,227.93,Financial
2016-05-18,232.19,Financial
2016-05-19,230.05,Financial
2016-05-20,231.46,Financial
2016-05-23,231.25,Financial
2016-05-24,234.83,Financial
2016-05-25,237.25,Financial
2016-05-26,235.85,Financial
2016-05-27,237.52,Financial
2016-05-31,236.71,Financial
2016-06-01,237.37,Financial
2016-06-02,237.72,Financial
2016-06-03,234.44,Financial
2016-06-06,235.76,Financial
2016-06-07,235.08,Financial
2016-06-08,235.52,Financial
2016-06-09,233.71,Financial
2016-06-10,230.81,Financial
2016-06-13,229.04,Financial
2016-06-14,225.71,Financial
2016-06-15,225.86,Financial
2016-06-16,226.61,Financial
2016-06-17,226.35,Financial
2016-06-20,227.68,Financial
2016-06-21,228.91,Financial
2016-06-22,228.65,Financial
2016-06-23,233.45,Financial
2016-06-24,220.83,Financial
2016-06-27,214.68,Financial
2016-06-28,219.98,Financial
2016-06-29,225.06,Financial
2016-06-30,228.59,Financial
2016-07-01,227.39,Financial
2016-07-05,223.92,Financial
2016-07-06,224.74,Financial
2016-07-07,224.95,Financial
2016-07-08,229.09,Financial
2016-07-11,230.4,Financial
2016-07-12,233.23,Financial
2016-07-13,233.32,Financial
2016-07-14,235.39,Financial
2016-07-15,234.99,Financial
2016-07-18,235.84,Financial
2016-07-19,236.02,Financial
2016-07-20,236.34,Financial
2016-07-21,235.29,Financial
2016-07-22,236.68,Financial
2016-07-25,236.11,Financial
2016-07-26,236.46,Financial
2016-07-27,236.28,Financial
2016-07-28,236.82,Financial
2016-07-29,236.38,Financial
2016-08-01,235.82,Financial
2016-08-02,233.76,Financial
2016-08-03,236.01,Financial
2016-08-04,235.19,Financial
2016-08-05,239.73,Financial
2016-08-08,239.98,Financial
2016-08-09,240.22,Financial
2016-08-10,238.38,Financial
2016-08-11,238.75,Financial
2016-08-12,238.25,Financial
2016-08-15,239.62,Financial
2016-08-16,238.93,Financial
2016-08-17,239.8,Financial
2016-08-18,239.78,Financial
2016-08-19,239.46,Financial
2016-08-22,239.52,Financial
2016-08-23,239.79,Financial
2016-08-24,239.5,Financial
2016-08-25,240.17,Financial
2016-08-26,240.31,Financial
2016-08-29,242.66,Financial
2016-08-30,244.6,Financial
2016-08-31,244.82,Financial
2016-09-01,243.83,Financial
2016-09-02,245.02,Financial
2016-09-06,244.45,Financial
2016-09-07,244.46,Financial
2016-09-08,244.21,Financial
2016-09-09,239.61,Financial
2016-09-12,242.37,Financial
2016-09-13,237.95,Financial
2016-09-14,237.17,Financial
2016-09-15,238.77,Financial
2016-09-16,236.59,Financial
2016-09-19,237.75,Financial
2016-09-20,237.98,Financial
2016-09-21,239.55,Financial
2016-09-22,240.21,Financial
2016-09-23,238.54,Financial
2016-09-26,234.88,Financial
2016-09-27,236.9,Financial
2016-09-28,238.01,Financial
2016-09-29,234.46,Financial
2016-09-30,237.8,Financial
2016-10-03,236.79,Financial
2016-10-04,237.54,Financial
2016-10-05,241.11,Financial
2016-10-06,241.25,Financial
2016-10-07,241.42,Financial
2016-10-10,242.63,Financial
2016-10-11,240.06,Financial
2016-10-12,240.41,Financial
2016-10-13,237.78,Financial
2016-10-14,238.95,Financial
2016-10-17,237.98,Financial
2016-10-18,239.81,Financial
2016-10-19,241.83,Financial
2016-10-20,241.79,Financial
2016-10-21,241.79,Financial
2016-10-24,242.73,Financial
2016-10-25,242.18,Financial
2016-10-26,243.68,Financial
2016-10-27,244.18,Financial
2016-10-28,243.19,Financial
2016-10-31,242.94,Financial
2016-11-01,241.99,Financial
2016-11-02,240.08,Financial
2016-11-03,240.43,Financial
2016-11-04,239.3,Financial
2016-11-07,245.53,Financial
2016-11-08,245.91,Financial
2016-11-09,255.91,Financial
2016-11-10,265.39,Financial
2016-11-11,266.42,Financial
2016-11-14,272.52,Financial
2016-11-15,272.66,Financial
2016-11-16,268.8,Financial
2016-11-17,272.16,Financial
2016-11-18,272.39,Financial
2016-11-21,273.24,Financial
2016-11-22,273.52,Financial
2016-11-23,275.03,Financial
2016-11-25,275.71,Financial
2016-11-28,271.87,Financial
2016-11-29,272.51,Financial
2016-11-30,276.14,Financial
2016-12-01,280.72,Financial
2016-12-02,278.07,Financial
2016-12-05,281.31,Financial
2016-12-06,283.99,Financial
2016-12-07,288.47,Financial
2016-12-08,291.11,Financial
2016-12-09,291.49,Financial
2016-12-12,288.82,Financial
2016-12-13,289.43,Financial
2016-12-14,287.78,Financial
2016-12-15,290.7,Financial
2016-12-16,288.14,Financial
2016-12-19,288.42,Financial
2016-12-20,291.66,Financial
2016-12-21,290.96,Financial
2016-12-22,290.19,Financial
2016-12-23,290.6,Financial
2016-12-27,290.94,Financial
2016-12-28,287.94,Financial
2016-12-29,285.84,Financial
2016-12-30,286.51,Financial
2017-01-03,289.32,Financial
2017-01-04,291.8,Financial
2017-01-05,288.83,Financial
2017-01-06,289.94,Financial
2017-01-09,287.67,Financial
2017-01-10,288.79,Financial
2017-01-11,290.11,Financial
2017-01-12,287.97,Financial
2017-01-13,289.55,Financial
2017-01-17,282.95,Financial
2017-01-18,285.18,Financial
2017-01-19,283.47,Financial
2017-01-20,284.8,Financial
2017-01-23,283.14,Financial
2017-01-24,286.58,Financial
2017-01-25,291.3,Financial
2017-01-26,292.15,Financial
2017-01-27,290.89,Financial
2017-01-30,288.84,Financial
2017-01-31,286.86,Financial
2017-02-01,286.97,Financial
2017-02-02,285.73,Financial
2017-02-03,291.4,Financial
2017-02-06,290.39,Financial
2017-02-07,289.69,Financial
2017-02-08,287.51,Financial
2017-02-09,291.45,Financial
2017-02-10,292.14,Financial
2017-02-13,295.4,Financial
2017-02-14,299.06,Financial
2017-02-15,301.28,Financial
2017-02-16,300.86,Financial
2017-02-17,300.77,Financial
2017-02-21,302.17,Financial
2017-02-22,302.39,Financial
2017-02-23,302.67,Financial
2017-02-24,300.39,Financial
2017-02-27,301.75,Financial
2017-02-28,301.23,Financial
2017-03-01,309.79,Financial
2017-03-02,305.24,Financial
2017-03-03,306.44,Financial
2017-03-06,304.53,Financial
2017-03-07,303.65,Financial
2017-03-08,303.61,Financial
2017-03-09,304.54,Financial
2017-03-10,304.44,Financial
2017-03-13,304.61,Financial
2017-03-14,304.25,Financial
2017-03-15,303.84,Financial
2017-03-16,304.8,Financial
2017-03-17,301.58,Financial
2017-03-20,298.88,Financial
2017-03-21,290.31,Financial
2017-03-22,289.73,Financial
2017-03-23,290.36,Financial
2017-03-24,290.09,Financial
2017-03-27,288.69,Financial
2017-03-28,292.63,Financial
2017-03-29,291.05,Financial
2017-03-30,294.59,Financial
2017-03-31,292.48,Financial
2017-04-03,291.62,Financial
2017-04-04,291.03,Financial
2017-04-05,288.99,Financial
2017-04-06,290.6,Financial
2017-04-07,289.61,Financial
2017-04-10,288.87,Financial
2017-04-11,288.1,Financial
2017-04-12,285.53,Financial
2017-04-13,281.95,Financial
2017-04-17,286.48,Financial
2017-04-18,284.1,Financial
2017-04-19,283.35,Financial
2017-04-20,287.75,Financial
2017-04-21,285.13,Financial
2017-04-24,291.38,Financial
2017-04-25,293.8,Financial
2017-04-26,293.91,Financial
2017-04-27,292.4,Financial
2017-04-28,289.65,Financial
2017-05-01,291.13,Financial
2017-05-02,291.04,Financial
2017-05-03,292.79,Financial
2017-05-04,293.43,Financial
2017-05-05,293.13,Financial
2017-05-08,292.83,Financial
2017-05-09,291.5,Financial
2017-05-10,292.28,Financial
2017-05-11,290.73,Financial
2017-05-12,289.42,Financial
2017-05-15,291.66,Financial
2017-05-16,292.14,Financial
2017-05-17,283.26,Financial
2017-05-18,284.14,Financial
2017-05-19,286.52,Financial
2017-05-22,287.37,Financial
2017-05-23,289.7,Financial
2017-05-24,289.59,Financial
2017-05-25,290.29,Financial
2017-05-26,290.11,Financial
2017-05-30,287.87,Financial
2017-05-31,285.57,Financial
2017-06-01,288.97,Financial
2017-06-02,287.9,Financial
2017-06-05,288.13,Financial
2017-06-06,286.93,Financial
2017-06-07,289.29,Financial
2017-06-08,292.58,Financial
2017-06-09,298.23,Financial
2017-06-12,298.71,Financial
2017-06-13,300.03,Financial
2017-06-14,300.59,Financial
2017-06-15,299.47,Financial
2017-06-16,299.15,Financial
2017-06-19,302.08,Financial
2017-06-20,299.63,Financial
2017-06-21,297.29,Financial
2017-06-22,295.39,Financial
2017-06-23,294.04,Financial
2017-06-26,295.61,Financial
2017-06-27,297.13,Financial
2017-06-28,301.82,Financial
2017-06-29,303.78,Financial
2017-06-30,303.61,Financial
2017-07-03,307.67,Financial
2017-07-05,308.39,Financial
2017-07-06,306.35,Financial
2017-07-07,308.06,Financial
2017-07-10,307.53,Financial
2017-07-11,305.44,Financial
2017-07-12,305.79,Financial
2017-07-13,307.65,Financial
2017-07-14,306.06,Financial
2017-07-17,305.66,Financial
